customer_id,avg_order_value,purchase_frequency,recency_days,category_affinity_score
CUST05507,110.0,36,52,0.247
CUST05508,176.0,11,48,0.183
CUST05509,171.0,33,11,0.443
CUST05510,104.0,32,24,0.183
CUST05511,207.0,39,16,0.446
CUST05512,11.0,1,77,0.012
CUST05513,20.0,3,177,0.058
CUST05514,98.0,15,84,0.042
CUST05515,217.0,44,25,0.383
CUST05516,76.0,6,50,0.083
CUST05517,55.0,10,83,0.079
CUST05518,60.0,10,86,0.149
CUST05519,178.0,50,21,0.399
CUST05520,81.0,14,40,0.048
CUST05521,99.0,19,45,0.152
CUST05522,191.0,37,54,0.106
CUST05523,68.0,9,76,0.152
CUST05524,132.0,30,46,0.25
CUST05525,151.0,13,49,0.189
CUST05526,307.0,99,10,0.954
CUST05527,117.0,10,74,0.054
CUST05528,252.0,78,9,0.512
CUST05529,189.0,21,52,0.124
CUST05530,227.0,40,12,0.371
CUST05531,198.0,35,40,0.239
CUST05532,287.0,39,23,0.34
CUST05533,79.0,10,70,0.042
CUST05534,69.0,16,51,0.048
CUST05535,249.0,40,18,0.306
CUST05536,233.0,37,10,0.219
CUST05537,200.0,63,20,0.442
CUST05538,44.0,6,148,0.031
CUST05539,119.0,33,29,0.128
CUST05540,153.0,33,55,0.128
CUST05541,226.0,40,21,0.427
CUST05542,113.0,15,34,0.15
CUST05543,21.0,9,128,0.025
CUST05544,98.0,14,75,0.067
CUST05545,118.0,15,64,0.092
CUST05546,216.0,81,5,0.841
CUST05547,187.0,36,23,0.586
CUST05548,292.0,67,13,0.981
CUST05549,262.0,63,28,0.266
CUST05550,172.0,42,19,0.231
CUST05551,251.0,58,19,0.254
CUST05552,161.0,29,45,0.16
CUST05553,11.0,1,164,0.037
CUST05554,77.0,8,58,0.057
CUST05555,98.0,19,77,0.091
CUST05556,99.0,15,61,0.087
CUST05557,193.0,67,19,0.215
CUST05558,54.0,6,66,0.107
CUST05559,288.0,58,24,0.577
CUST05560,100.0,10,64,0.149
CUST05561,111.0,10,21,0.104
CUST05562,31.0,4,111,0.026
CUST05563,281.0,42,21,0.55
CUST05564,241.0,50,21,0.412
CUST05565,38.0,4,144,0.06
CUST05566,306.0,54,2,0.843
CUST05567,73.0,6,34,0.063
CUST05568,86.0,6,65,0.09
CUST05569,99.0,11,52,0.11
CUST05570,40.0,5,141,0.036
CUST05571,16.0,9,79,0.017
CUST05572,379.0,63,13,0.638
CUST05573,99.0,19,61,0.127
CUST05574,96.0,11,52,0.071
CUST05575,89.0,6,55,0.088
CUST05576,234.0,43,16,0.469
CUST05577,99.0,19,78,0.046
CUST05578,17.0,6,89,0.013
CUST05579,33.0,0,138,0.045
CUST05580,156.0,13,21,0.19
CUST05581,332.0,65,13,0.906
CUST05582,142.0,35,50,0.121
CUST05583,51.0,11,59,0.116
CUST05584,84.0,7,72,0.136
CUST05585,188.0,10,34,0.147
CUST05586,203.0,64,13,0.44
CUST05587,185.0,12,27,0.217
CUST05588,151.0,20,25,0.264
CUST05589,37.0,0,169,0.06
CUST05590,57.0,19,75,0.122
CUST05591,164.0,38,50,0.247
CUST05592,131.0,35,32,0.287
CUST05593,204.0,57,5,0.443
CUST05594,15.0,0,117,0.02
CUST05595,119.0,38,29,0.185
CUST05596,178.0,24,42,0.186
CUST05597,184.0,38,49,0.288
CUST05598,96.0,6,48,0.135
CUST05599,74.0,18,47,0.073
CUST05600,72.0,13,41,0.099
CUST05601,169.0,66,22,0.232
CUST05602,161.0,18,59,0.135
CUST05603,201.0,33,27,0.436
CUST05604,64.0,16,70,0.072
CUST05605,295.0,80,8,0.986
CUST05606,152.0,24,36,0.205
CUST05607,40.0,1,103,0.053
CUST05608,23.0,4,172,0.059
CUST05609,164.0,25,29,0.163
CUST05610,111.0,39,22,0.277
CUST05611,334.0,85,14,0.522
CUST05612,100.0,10,53,0.115
CUST05613,53.0,13,39,0.086
CUST05614,282.0,50,22,0.54
CUST05615,186.0,20,25,0.169
CUST05616,87.0,7,83,0.126
CUST05617,39.0,3,119,0.019
CUST05618,174.0,63,29,0.44
CUST05619,176.0,26,33,0.215
CUST05620,229.0,38,23,0.466
CUST05621,255.0,32,12,0.327
CUST05622,41.0,8,137,0.048
CUST05623,53.0,13,80,0.129
CUST05624,50.0,7,46,0.078
CUST05625,319.0,79,8,0.472
CUST05626,64.0,16,63,0.094
CUST05627,184.0,18,47,0.174
CUST05628,129.0,36,21,0.259
CUST05629,197.0,27,20,0.126
CUST05630,366.0,76,10,0.558
CUST05631,50.0,13,33,0.063
CUST05632,110.0,13,48,0.206
CUST05633,247.0,69,18,0.215
CUST05634,238.0,50,20,0.438
CUST05635,179.0,67,28,0.333
CUST05636,279.0,60,7,0.833
CUST05637,109.0,24,25,0.264
CUST05638,50.0,18,69,0.067
CUST05639,376.0,64,10,0.795
CUST05640,345.0,96,7,0.708
CUST05641,172.0,20,58,0.128
CUST05642,104.0,19,68,0.11
CUST05643,186.0,15,46,0.286
CUST05644,112.0,18,50,0.279
CUST05645,180.0,15,49,0.18
CUST05646,286.0,47,12,0.401
CUST05647,202.0,86,6,0.572
CUST05648,106.0,16,75,0.104
CUST05649,58.0,9,84,0.052
CUST05650,177.0,17,56,0.149
CUST05651,107.0,14,71,0.111
CUST05652,106.0,19,53,0.121
CUST05653,156.0,65,24,0.398
CUST05654,157.0,14,44,0.155
CUST05655,243.0,68,13,0.522
CUST05656,290.0,30,23,0.44
CUST05657,110.0,16,56,0.053
CUST05658,31.0,4,86,0.018
CUST05659,25.0,0,154,0.019
CUST05660,98.0,14,87,0.07
CUST05661,156.0,63,12,0.254
CUST05662,152.0,52,10,0.309
CUST05663,116.0,9,32,0.076
CUST05664,115.0,18,24,0.149
CUST05665,116.0,13,30,0.066
CUST05666,57.0,9,65,0.158
CUST05667,91.0,9,81,0.122
CUST05668,65.0,7,74,0.154
CUST05669,337.0,89,9,0.646
CUST05670,91.0,5,45,0.049
CUST05671,28.0,2,106,0.042
CUST05672,207.0,59,17,0.536
CUST05673,90.0,14,77,0.123
CUST05674,110.0,17,32,0.217
CUST05675,39.0,7,84,0.054
CUST05676,317.0,70,8,0.763
CUST05677,123.0,33,35,0.269
CUST05678,261.0,38,25,0.311
CUST05679,74.0,19,55,0.089
CUST05680,209.0,43,19,0.494
CUST05681,262.0,64,25,0.365
CUST05682,161.0,34,26,0.227
CUST05683,38.0,2,114,0.011
CUST05684,280.0,43,28,0.462
CUST05685,178.0,34,11,0.261
CUST05686,117.0,12,86,0.136
CUST05687,135.0,13,44,0.255
CUST05688,46.0,9,103,0.036
CUST05689,234.0,43,21,0.557
CUST05690,54.0,19,67,0.06
CUST05691,177.0,40,20,0.487
CUST05692,152.0,49,12,0.289
CUST05693,79.0,9,80,0.121
CUST05694,170.0,30,53,0.193
CUST05695,96.0,19,77,0.145
CUST05696,172.0,12,53,0.209
CUST05697,178.0,20,43,0.157
CUST05698,120.0,30,48,0.159
CUST05699,42.0,8,145,0.024
CUST05700,166.0,42,16,0.24
CUST05701,227.0,51,13,0.235
CUST05702,131.0,11,55,0.111
CUST05703,160.0,33,45,0.148
CUST05704,155.0,58,26,0.282
CUST05705,48.0,0,109,0.046
CUST05706,201.0,58,24,0.491
CUST05707,23.0,7,118,0.059
CUST05708,171.0,61,15,0.304
CUST05709,56.0,9,46,0.153
CUST05710,19.0,7,96,0.047
CUST05711,175.0,43,29,0.341
CUST05712,40.0,7,118,0.011
CUST05713,192.0,37,46,0.187
CUST05714,46.0,6,165,0.052
CUST05715,74.0,12,40,0.098
CUST05716,137.0,10,52,0.253
CUST05717,273.0,54,15,0.399
CUST05718,133.0,36,53,0.152
CUST05719,322.0,79,2,0.787
CUST05720,290.0,51,28,0.362
CUST05721,201.0,32,17,0.376
CUST05722,101.0,12,50,0.19
CUST05723,53.0,18,40,0.124
CUST05724,260.0,42,11,0.468
CUST05725,178.0,51,20,0.281
CUST05726,60.0,5,89,0.146
CUST05727,252.0,47,11,0.206
CUST05728,270.0,50,1,0.725
CUST05729,155.0,38,21,0.362
CUST05730,35.0,7,93,0.059
CUST05731,74.0,18,30,0.134
CUST05732,176.0,32,55,0.132
CUST05733,71.0,5,66,0.159
CUST05734,113.0,28,29,0.267
CUST05735,68.0,14,68,0.14
CUST05736,59.0,15,79,0.103
CUST05737,75.0,9,76,0.048
CUST05738,236.0,49,26,0.315
CUST05739,205.0,56,6,0.695
CUST05740,162.0,39,28,0.26
CUST05741,34.0,8,174,0.047
CUST05742,174.0,25,50,0.29
CUST05743,84.0,14,65,0.104
CUST05744,15.0,2,165,0.046
CUST05745,293.0,38,19,0.457
CUST05746,66.0,9,76,0.151
CUST05747,69.0,12,39,0.157
CUST05748,31.0,6,171,0.05
CUST05749,30.0,3,139,0.019
CUST05750,105.0,13,67,0.158
CUST05751,218.0,67,25,0.482
CUST05752,65.0,6,30,0.101
CUST05753,292.0,57,25,0.447
CUST05754,59.0,12,79,0.047
CUST05755,18.0,5,61,0.031
CUST05756,132.0,14,53,0.155
CUST05757,53.0,12,68,0.138
CUST05758,171.0,10,26,0.234
CUST05759,186.0,29,58,0.189
CUST05760,168.0,14,57,0.194
CUST05761,72.0,19,46,0.097
CUST05762,35.0,3,138,0.045
CUST05763,27.0,3,90,0.041
CUST05764,196.0,50,21,0.598
CUST05765,11.0,0,120,0.054
CUST05766,110.0,14,55,0.057
CUST05767,276.0,35,21,0.418
CUST05768,203.0,64,5,0.784
CUST05769,168.0,59,14,0.339
CUST05770,10.0,5,150,0.052
CUST05771,68.0,5,82,0.132
CUST05772,52.0,14,37,0.11
CUST05773,275.0,33,13,0.54
CUST05774,92.0,9,60,0.12
CUST05775,271.0,68,11,0.96
CUST05776,194.0,18,49,0.292
CUST05777,60.0,18,60,0.089
CUST05778,209.0,66,15,0.386
CUST05779,74.0,7,76,0.134
CUST05780,285.0,69,18,0.243
CUST05781,109.0,9,66,0.061
CUST05782,104.0,11,31,0.132
CUST05783,184.0,16,59,0.256
CUST05784,204.0,45,28,0.534
CUST05785,268.0,79,8,0.851
CUST05786,45.0,1,131,0.056
CUST05787,169.0,45,15,0.306
CUST05788,71.0,10,67,0.158
CUST05789,31.0,1,121,0.05
CUST05790,282.0,52,14,0.308
CUST05791,299.0,56,15,0.516
CUST05792,113.0,5,74,0.077
CUST05793,31.0,8,161,0.038
CUST05794,12.0,8,116,0.044
CUST05795,104.0,27,40,0.198
CUST05796,97.0,15,64,0.11
CUST05797,159.0,39,23,0.318
CUST05798,28.0,0,76,0.031
CUST05799,17.0,2,173,0.016
CUST05800,240.0,43,16,0.273
CUST05801,172.0,60,22,0.566
CUST05802,163.0,51,20,0.295
CUST05803,248.0,46,23,0.485
CUST05804,66.0,11,37,0.099
CUST05805,191.0,36,41,0.106
CUST05806,358.0,78,5,0.548
CUST05807,163.0,25,41,0.249
CUST05808,12.0,6,120,0.046
CUST05809,104.0,15,62,0.124
CUST05810,163.0,15,39,0.196
CUST05811,178.0,61,19,0.328
CUST05812,22.0,9,156,0.035
CUST05813,119.0,12,35,0.109
CUST05814,158.0,39,18,0.546
CUST05815,242.0,67,3,0.848
CUST05816,289.0,75,13,0.863
CUST05817,211.0,60,23,0.498
CUST05818,160.0,33,59,0.225
CUST05819,38.0,4,154,0.05
CUST05820,147.0,34,33,0.225
CUST05821,68.0,11,42,0.066
CUST05822,141.0,35,27,0.298
CUST05823,97.0,17,80,0.056
CUST05824,108.0,18,58,0.116
CUST05825,250.0,51,27,0.522
CUST05826,131.0,30,28,0.245
CUST05827,113.0,14,82,0.105
CUST05828,388.0,52,13,0.982
CUST05829,105.0,24,23,0.209
CUST05830,133.0,11,58,0.184
CUST05831,39.0,2,102,0.053
CUST05832,117.0,14,59,0.171
CUST05833,84.0,5,34,0.057
CUST05834,145.0,25,26,0.222
CUST05835,51.0,6,52,0.144
CUST05836,152.0,39,25,0.166
CUST05837,40.0,1,76,0.033
CUST05838,117.0,35,22,0.137
CUST05839,70.0,6,39,0.116
CUST05840,74.0,7,73,0.121
CUST05841,185.0,17,23,0.189
CUST05842,158.0,52,14,0.3
CUST05843,330.0,53,9,0.705
CUST05844,261.0,74,5,0.516
CUST05845,24.0,5,130,0.014
CUST05846,153.0,54,11,0.551
CUST05847,166.0,40,10,0.6
CUST05848,68.0,15,84,0.131
CUST05849,110.0,10,25,0.166
CUST05850,196.0,27,39,0.163
CUST05851,162.0,37,20,0.591
CUST05852,49.0,3,78,0.059
CUST05853,38.0,8,108,0.017
CUST05854,38.0,4,80,0.014
CUST05855,120.0,13,32,0.182
CUST05856,84.0,6,67,0.11
CUST05857,243.0,31,20,0.235
CUST05858,242.0,91,5,0.725
CUST05859,339.0,61,5,0.769
CUST05860,170.0,13,40,0.274
CUST05861,158.0,18,30,0.28
CUST05862,190.0,13,42,0.117
CUST05863,384.0,61,9,0.782
CUST05864,172.0,24,23,0.146
CUST05865,93.0,17,84,0.119
CUST05866,143.0,27,46,0.117
CUST05867,69.0,12,59,0.147
CUST05868,216.0,56,25,0.361
CUST05869,91.0,19,43,0.099
CUST05870,103.0,33,50,0.111
CUST05871,159.0,32,18,0.587
CUST05872,263.0,33,21,0.45
CUST05873,66.0,16,45,0.1
CUST05874,62.0,7,84,0.059
CUST05875,135.0,19,43,0.288
CUST05876,223.0,45,11,0.244
CUST05877,39.0,1,152,0.029
CUST05878,90.0,14,88,0.054
CUST05879,197.0,21,35,0.219
CUST05880,170.0,14,58,0.215
CUST05881,234.0,46,29,0.58
CUST05882,64.0,11,86,0.087
CUST05883,146.0,25,57,0.185
CUST05884,49.0,9,159,0.019
CUST05885,108.0,20,34,0.266
CUST05886,105.0,10,52,0.115
CUST05887,134.0,23,47,0.114
CUST05888,47.0,9,80,0.052
CUST05889,73.0,18,38,0.122
CUST05890,140.0,33,43,0.284
CUST05891,108.0,16,62,0.044
CUST05892,165.0,21,53,0.171
CUST05893,150.0,17,38,0.166
CUST05894,277.0,40,20,0.406
CUST05895,121.0,20,33,0.128
CUST05896,254.0,53,12,0.515
CUST05897,41.0,0,166,0.031
CUST05898,111.0,24,31,0.114
CUST05899,25.0,7,122,0.02
CUST05900,181.0,17,32,0.212
CUST05901,56.0,11,70,0.086
CUST05902,198.0,13,43,0.186
CUST05903,157.0,33,16,0.527
CUST05904,110.0,21,22,0.226
CUST05905,240.0,69,9,0.512
CUST05906,100.0,13,70,0.069
CUST05907,123.0,14,45,0.297
CUST05908,91.0,16,35,0.129
CUST05909,215.0,54,16,0.498
CUST05910,165.0,62,25,0.467
CUST05911,110.0,29,30,0.12
CUST05912,36.0,8,149,0.03
CUST05913,69.0,8,77,0.13
CUST05914,145.0,15,29,0.269
CUST05915,128.0,39,20,0.294
CUST05916,250.0,91,8,0.94
CUST05917,32.0,4,119,0.01
CUST05918,52.0,10,30,0.11
CUST05919,268.0,49,20,0.505
CUST05920,198.0,25,29,0.246
CUST05921,224.0,41,28,0.55
CUST05922,32.0,3,85,0.028
CUST05923,230.0,42,26,0.469
CUST05924,76.0,8,88,0.134
CUST05925,150.0,67,15,0.256
CUST05926,67.0,13,62,0.122
CUST05927,102.0,7,67,0.081
CUST05928,61.0,8,62,0.075
CUST05929,119.0,18,57,0.14
CUST05930,15.0,1,76,0.026
CUST05931,347.0,98,4,0.441
CUST05932,123.0,25,51,0.133
CUST05933,210.0,62,28,0.588
CUST05934,40.0,8,91,0.057
CUST05935,107.0,27,22,0.246
CUST05936,95.0,6,59,0.114
CUST05937,98.0,11,33,0.149
CUST05938,166.0,41,23,0.364
CUST05939,235.0,69,21,0.43
CUST05940,206.0,54,20,0.392
CUST05941,131.0,26,55,0.203
CUST05942,215.0,38,22,0.29
CUST05943,282.0,54,13,0.906
CUST05944,30.0,1,102,0.045
CUST05945,25.0,2,101,0.026
CUST05946,110.0,18,26,0.219
CUST05947,183.0,21,24,0.215
CUST05948,325.0,81,12,0.942
CUST05949,95.0,16,81,0.085
CUST05950,108.0,17,32,0.084
CUST05951,196.0,41,17,0.254
CUST05952,195.0,38,14,0.201
CUST05953,109.0,5,56,0.048
CUST05954,91.0,5,74,0.046
CUST05955,375.0,94,7,0.579
CUST05956,109.0,16,71,0.052
CUST05957,195.0,25,39,0.155
CUST05958,109.0,12,45,0.267
CUST05959,89.0,13,40,0.157
CUST05960,52.0,5,80,0.09
CUST05961,159.0,17,22,0.104
CUST05962,11.0,4,104,0.013
CUST05963,156.0,11,51,0.159
CUST05964,76.0,17,81,0.107
CUST05965,171.0,30,51,0.227
CUST05966,18.0,8,163,0.022
CUST05967,25.0,7,144,0.02
CUST05968,319.0,95,12,0.554
CUST05969,40.0,9,79,0.036
CUST05970,73.0,9,65,0.105
CUST05971,75.0,6,73,0.06
CUST05972,170.0,37,20,0.506
CUST05973,58.0,17,72,0.072
CUST05974,25.0,3,125,0.04
CUST05975,283.0,34,25,0.38
CUST05976,10.0,1,135,0.059
CUST05977,337.0,93,9,0.414
CUST05978,189.0,55,16,0.574
CUST05979,197.0,35,45,0.197
CUST05980,162.0,19,39,0.14
CUST05981,93.0,6,42,0.13
CUST05982,206.0,92,7,0.636
CUST05983,46.0,1,133,0.03
CUST05984,383.0,66,9,0.745
CUST05985,197.0,55,16,0.566
CUST05986,307.0,77,8,0.828
CUST05987,199.0,35,34,0.163
CUST05988,47.0,7,155,0.059
CUST05989,101.0,16,77,0.052
CUST05990,75.0,18,76,0.103
CUST05991,337.0,54,3,0.532
CUST05992,188.0,13,53,0.238
CUST05993,160.0,22,54,0.133
CUST05994,165.0,25,20,0.274
CUST05995,307.0,66,8,0.939
CUST05996,70.0,17,64,0.04
CUST05997,183.0,28,46,0.204
CUST05998,57.0,15,41,0.118
CUST05999,138.0,34,51,0.171
CUST06000,295.0,30,24,0.207
CUST06001,113.0,13,77,0.136
CUST06002,294.0,44,16,0.222
CUST06003,11.0,4,62,0.021
CUST06004,103.0,17,40,0.144
CUST06005,225.0,67,13,0.234
CUST06006,26.0,5,107,0.021
CUST06007,141.0,38,48,0.297
CUST06008,247.0,85,9,0.671
CUST06009,97.0,15,77,0.135
CUST06010,276.0,58,11,0.331
CUST06011,61.0,11,32,0.078
CUST06012,70.0,5,82,0.1
CUST06013,24.0,6,138,0.02
CUST06014,197.0,34,55,0.209
CUST06015,175.0,18,53,0.149
CUST06016,100.0,8,64,0.052
CUST06017,214.0,51,12,0.399
CUST06018,146.0,34,51,0.288
CUST06019,105.0,22,54,0.295
CUST06020,266.0,63,1,0.72
CUST06021,164.0,35,24,0.261
CUST06022,45.0,2,135,0.021
CUST06023,22.0,1,133,0.036
CUST06024,363.0,62,13,0.665
CUST06025,208.0,54,10,0.495
CUST06026,209.0,56,12,0.276
CUST06027,38.0,0,135,0.012
CUST06028,289.0,57,14,0.489
CUST06029,57.0,9,34,0.086
CUST06030,197.0,36,28,0.269
CUST06031,116.0,18,72,0.114
CUST06032,184.0,10,39,0.299
CUST06033,100.0,12,84,0.099
CUST06034,242.0,45,15,0.58
CUST06035,93.0,7,32,0.055
CUST06036,273.0,56,20,0.438
CUST06037,66.0,17,80,0.097
CUST06038,18.0,8,79,0.043
CUST06039,218.0,37,10,0.249
CUST06040,27.0,4,148,0.018
CUST06041,115.0,32,32,0.215
CUST06042,161.0,35,10,0.599
CUST06043,108.0,18,50,0.18
CUST06044,203.0,63,17,0.559
CUST06045,51.0,7,54,0.147
CUST06046,105.0,12,33,0.059
CUST06047,291.0,50,10,0.259
CUST06048,122.0,27,40,0.158
CUST06049,77.0,5,59,0.078
CUST06050,49.0,6,176,0.054
CUST06051,189.0,34,29,0.102
CUST06052,10.0,8,112,0.04
CUST06053,149.0,14,33,0.218
CUST06054,153.0,15,35,0.218
CUST06055,89.0,12,43,0.042
CUST06056,130.0,17,27,0.105
CUST06057,135.0,22,52,0.261
CUST06058,105.0,27,31,0.186
CUST06059,58.0,11,53,0.123
CUST06060,100.0,17,65,0.041
CUST06061,192.0,23,43,0.236
CUST06062,134.0,39,47,0.201
CUST06063,197.0,34,49,0.287
CUST06064,122.0,21,28,0.248
CUST06065,206.0,68,18,0.433
CUST06066,106.0,10,80,0.045
CUST06067,148.0,11,51,0.153
CUST06068,134.0,19,41,0.217
CUST06069,263.0,48,18,0.303
CUST06070,212.0,36,15,0.28
CUST06071,10.0,8,176,0.021
CUST06072,123.0,12,37,0.287
CUST06073,275.0,45,14,0.469
CUST06074,154.0,28,32,0.261
CUST06075,106.0,22,36,0.222
CUST06076,334.0,79,10,0.777
CUST06077,116.0,35,36,0.158
CUST06078,151.0,13,27,0.111
CUST06079,110.0,24,36,0.167
CUST06080,140.0,35,27,0.159
CUST06081,148.0,26,48,0.173
CUST06082,12.0,9,147,0.052
CUST06083,141.0,33,27,0.112
CUST06084,289.0,40,14,0.494
CUST06085,197.0,54,25,0.544
CUST06086,152.0,25,51,0.174
CUST06087,84.0,14,51,0.089
CUST06088,190.0,63,22,0.346
CUST06089,104.0,12,72,0.14
CUST06090,334.0,94,12,0.55
CUST06091,147.0,39,37,0.252
CUST06092,73.0,8,72,0.064
CUST06093,154.0,19,45,0.195
CUST06094,138.0,10,23,0.225
CUST06095,269.0,37,29,0.453
CUST06096,95.0,14,64,0.125
CUST06097,323.0,92,4,0.807
CUST06098,36.0,7,160,0.044
CUST06099,251.0,64,12,0.263
CUST06100,46.0,1,157,0.014
CUST06101,182.0,28,27,0.216
CUST06102,105.0,14,41,0.057
CUST06103,187.0,36,55,0.156
CUST06104,29.0,5,129,0.026
CUST06105,257.0,33,25,0.541
CUST06106,186.0,39,23,0.251
CUST06107,133.0,34,29,0.294
CUST06108,222.0,79,7,0.662
CUST06109,186.0,58,23,0.334
CUST06110,26.0,6,95,0.057
CUST06111,15.0,2,157,0.015
CUST06112,137.0,30,45,0.133
CUST06113,24.0,6,110,0.029
CUST06114,187.0,26,49,0.278
CUST06115,159.0,47,29,0.333
CUST06116,53.0,18,62,0.055
CUST06117,50.0,16,82,0.053
CUST06118,44.0,8,176,0.035
CUST06119,226.0,56,11,0.495
CUST06120,110.0,9,47,0.099
CUST06121,213.0,99,5,0.914
CUST06122,250.0,63,28,0.392
CUST06123,216.0,74,5,0.567
CUST06124,11.0,5,141,0.038
CUST06125,96.0,18,68,0.102
CUST06126,77.0,16,46,0.046
CUST06127,123.0,17,41,0.266
CUST06128,164.0,28,33,0.189
CUST06129,154.0,62,19,0.589
CUST06130,292.0,67,17,0.512
CUST06131,118.0,35,48,0.108
CUST06132,85.0,9,49,0.065
CUST06133,190.0,38,44,0.255
CUST06134,344.0,83,4,0.781
CUST06135,244.0,54,3,0.467
CUST06136,246.0,44,28,0.566
CUST06137,168.0,37,50,0.139
CUST06138,27.0,6,70,0.021
CUST06139,90.0,19,77,0.047
CUST06140,112.0,8,39,0.089
CUST06141,114.0,18,51,0.162
CUST06142,193.0,35,56,0.253
CUST06143,299.0,53,26,0.361
CUST06144,11.0,8,153,0.015
CUST06145,86.0,15,61,0.053
CUST06146,160.0,51,21,0.324
CUST06147,159.0,16,28,0.243
CUST06148,140.0,12,45,0.166
CUST06149,62.0,9,80,0.158
CUST06150,33.0,6,140,0.034
CUST06151,183.0,10,47,0.176
CUST06152,155.0,24,54,0.232
CUST06153,262.0,66,2,0.433
CUST06154,322.0,95,11,0.772
CUST06155,153.0,44,25,0.485
CUST06156,387.0,67,5,0.672
CUST06157,75.0,9,53,0.069
CUST06158,58.0,9,84,0.075
CUST06159,246.0,53,10,0.363
CUST06160,51.0,6,31,0.054
CUST06161,273.0,67,19,0.59
CUST06162,163.0,26,43,0.181
CUST06163,294.0,66,18,0.234
CUST06164,186.0,36,32,0.27
CUST06165,191.0,40,20,0.586
CUST06166,155.0,21,23,0.108
CUST06167,122.0,24,29,0.245
CUST06168,15.0,9,93,0.029
CUST06169,302.0,53,4,0.633
CUST06170,212.0,58,11,0.306
CUST06171,248.0,72,12,0.469
CUST06172,111.0,17,59,0.094
CUST06173,257.0,70,10,0.839
CUST06174,67.0,13,48,0.084
CUST06175,121.0,12,30,0.133
CUST06176,163.0,17,40,0.152
CUST06177,111.0,25,46,0.246
CUST06178,234.0,40,25,0.498
CUST06179,288.0,67,10,0.581
CUST06180,111.0,26,52,0.223
CUST06181,119.0,23,58,0.145
CUST06182,293.0,68,20,0.239
CUST06183,265.0,49,25,0.306
CUST06184,23.0,7,169,0.029
CUST06185,316.0,58,7,0.959
CUST06186,87.0,13,66,0.134
CUST06187,53.0,19,59,0.052
CUST06188,176.0,37,20,0.271
CUST06189,254.0,43,13,0.219
CUST06190,263.0,65,19,0.524
CUST06191,117.0,12,85,0.15
CUST06192,77.0,12,73,0.108
CUST06193,81.0,12,43,0.067
CUST06194,24.0,9,156,0.052
CUST06195,98.0,19,66,0.045
CUST06196,233.0,38,19,0.253
CUST06197,267.0,32,14,0.597
CUST06198,101.0,17,62,0.087
CUST06199,222.0,68,12,0.372
CUST06200,362.0,60,2,0.807
CUST06201,113.0,14,71,0.113
CUST06202,153.0,30,55,0.288
CUST06203,25.0,8,139,0.043
CUST06204,60.0,8,52,0.068
CUST06205,392.0,56,11,0.776
CUST06206,14.0,0,93,0.045
CUST06207,285.0,34,18,0.211
CUST06208,110.0,31,38,0.186
CUST06209,191.0,23,47,0.215
CUST06210,361.0,99,7,0.792
CUST06211,141.0,30,47,0.143
CUST06212,299.0,31,29,0.43
CUST06213,166.0,37,34,0.167
CUST06214,150.0,27,31,0.274
CUST06215,114.0,16,84,0.109
CUST06216,96.0,13,74,0.097
CUST06217,215.0,64,14,0.588
CUST06218,160.0,20,31,0.22
CUST06219,132.0,16,32,0.286
CUST06220,205.0,35,23,0.359
CUST06221,99.0,8,78,0.059
CUST06222,60.0,16,81,0.076
CUST06223,154.0,58,22,0.557
CUST06224,147.0,33,58,0.115
CUST06225,170.0,31,25,0.225
CUST06226,84.0,19,67,0.116
CUST06227,200.0,61,27,0.227
CUST06228,47.0,1,150,0.041
CUST06229,84.0,5,84,0.126
CUST06230,173.0,19,41,0.232
CUST06231,191.0,18,40,0.142
CUST06232,41.0,4,124,0.033
CUST06233,185.0,20,56,0.127
CUST06234,283.0,38,24,0.203
CUST06235,139.0,29,25,0.125
CUST06236,68.0,15,35,0.076
CUST06237,99.0,13,43,0.112
CUST06238,79.0,7,34,0.125
CUST06239,39.0,5,98,0.049
CUST06240,34.0,4,163,0.031
CUST06241,14.0,4,74,0.024
CUST06242,340.0,96,4,0.466
CUST06243,181.0,31,40,0.11
CUST06244,91.0,11,43,0.097
CUST06245,82.0,7,70,0.082
CUST06246,72.0,18,32,0.091
CUST06247,190.0,64,29,0.59
CUST06248,92.0,8,49,0.056
CUST06249,53.0,12,62,0.089
CUST06250,338.0,60,2,0.407
CUST06251,143.0,31,59,0.187
CUST06252,204.0,55,14,0.343
CUST06253,136.0,17,44,0.269
CUST06254,371.0,95,13,0.969
CUST06255,174.0,23,50,0.173
CUST06256,147.0,26,43,0.187
CUST06257,104.0,5,74,0.16
CUST06258,107.0,15,68,0.097
CUST06259,77.0,8,84,0.041
CUST06260,292.0,37,29,0.311
CUST06261,185.0,60,29,0.213
CUST06262,40.0,7,122,0.044
CUST06263,217.0,61,17,0.381
CUST06264,31.0,5,131,0.04
CUST06265,99.0,6,85,0.128
CUST06266,182.0,33,50,0.18
CUST06267,19.0,4,164,0.02
CUST06268,368.0,62,3,0.524
CUST06269,191.0,32,44,0.259
CUST06270,51.0,12,55,0.079
CUST06271,119.0,23,20,0.168
CUST06272,37.0,7,121,0.051
CUST06273,226.0,82,13,0.551
CUST06274,112.0,38,33,0.158
CUST06275,193.0,23,34,0.283
CUST06276,61.0,8,35,0.146
CUST06277,166.0,38,14,0.57
CUST06278,113.0,18,30,0.124
CUST06279,74.0,16,59,0.091
CUST06280,289.0,69,28,0.208
CUST06281,118.0,12,50,0.1
